applicant_id,annual_income,monthly_expenses,credit_score,existing_loans,total_existing_loan_amount,outstanding_debt,bank_acc_history
26438,97317,662,757,2,17821,16535,1
26439,72169,4946,813,0,12784,5271,5
26440,42057,4090,351,0,4095,12467,1
26441,32111,3726,488,2,41980,9950,6
26442,118619,1921,765,0,47559,16002,9
26443,80592,4895,704,1,5976,10316,5
26444,39049,2578,575,2,7856,3097,9
26445,68810,1174,556,2,39989,23074,1
26446,63774,4785,418,0,5168,20209,3
26447,126296,1550,770,2,28734,21333,3
26448,128836,2925,795,2,27231,8919,6
26449,127629,856,770,2,28119,12914,6
26450,48795,4077,516,1,43859,26099,6
26451,83595,4159,762,1,49861,1045,9
26452,118073,4340,703,2,27697,26672,7
26453,22771,1567,378,2,6527,23260,3
26454,74470,2661,782,0,47894,28196,9
26455,45490,4528,438,2,31240,27658,5
26456,129040,2358,805,2,10555,1023,6
26457,133142,1239,796,0,33462,15611,6
26458,83594,2554,722,1,26023,4975,9
26459,51423,1810,700,0,9462,6032,3
26460,124491,3136,743,0,47312,24941,3
26461,112161,1334,730,1,44054,24108,4
26462,107601,3411,718,1,11203,18653,8
26463,65866,2916,466,2,20198,6064,6
26464,110630,603,749,0,10639,22441,3
26465,104604,521,774,2,31931,18485,8
26466,100168,970,793,0,33217,21531,0
26467,73937,4990,738,0,36103,20663,1
26468,58728,2105,541,2,15055,14465,1
26469,101383,2299,750,2,13509,17465,9
26470,58434,1326,797,0,13815,4582,7
26471,48091,4610,532,2,19537,26458,4
26472,90762,990,837,1,2248,21950,5
26473,121883,1705,822,1,17843,20923,9
26474,46758,684,361,1,36951,16459,3
26475,61627,4954,468,0,37907,18886,2
26476,100751,4569,791,1,39864,27569,4
26477,101695,4243,781,2,34887,11351,0
26478,39914,819,553,2,25013,20980,7
26479,132931,1309,815,0,5524,15682,1
26480,69587,1619,319,1,31603,15400,8
26481,54902,2883,374,0,36463,27729,8
26482,57748,4831,823,0,33314,2426,6
26483,121743,4231,814,0,11856,10087,9
26484,56358,2752,784,1,15694,15732,3
26485,125788,4202,827,1,3273,4402,3
26486,141834,1188,801,1,18648,19930,8
26487,57621,508,562,2,5890,14373,7
26488,113351,2814,821,1,37418,12654,3
26489,77201,3673,730,2,17898,4500,7
26490,44610,1678,490,0,2740,23376,9
26491,104044,799,706,2,5415,19799,3
26492,116382,4261,845,1,24280,29296,1
26493,86589,1689,849,0,20041,12053,1
26494,78048,4500,737,2,31530,16044,4
26495,36409,4138,304,2,49982,27992,0
26496,73584,1382,848,2,10723,24913,5
26497,107519,4648,783,1,25273,8088,3
26498,94712,2957,776,2,12904,7500,8
26499,68250,4560,338,2,25688,15244,7
26500,59478,607,496,2,47104,25361,3
26501,71160,3575,736,2,44119,4829,4
26502,38032,2620,463,2,46058,17333,6
26503,85865,820,713,1,17508,3446,9
26504,93724,3284,825,0,6705,29812,5
26505,41764,944,496,1,40684,16437,1
26506,54814,2465,839,1,3970,20420,6
26507,77384,1222,733,1,34458,5615,3
26508,103954,3499,777,1,6368,10508,4
26509,121696,870,719,2,44837,19713,1
26510,59034,3504,764,2,11454,3113,4
26511,55260,4551,809,0,34633,15634,5
26512,124661,2284,735,1,34839,1706,9
26513,108493,1446,761,0,49227,1301,0
26514,77025,1458,818,1,37290,28449,9
26515,73336,1559,727,0,4591,12056,1
26516,32512,3283,434,1,15922,73,6
26517,56718,842,747,2,31861,29045,0
26518,38422,2928,503,0,6481,3188,0
26519,46321,1591,411,2,33371,11823,3
26520,102342,2799,838,1,12639,14963,6
26521,96249,3446,775,1,31521,11654,7
26522,54496,2580,784,0,42783,16352,9
26523,136091,3547,772,2,40088,8584,2
26524,141530,3035,787,1,11386,20148,7
26525,59475,1964,818,0,40722,5383,1
26526,56869,4226,826,1,13994,23856,9
26527,61278,4938,453,1,15895,21006,1
26528,37784,4187,558,0,5455,19123,6
26529,66737,3764,770,2,18344,10474,5
26530,142008,4071,810,1,31206,5933,7
26531,110459,720,843,0,27198,8471,5
26532,90344,1817,805,0,10133,28332,3
26533,49547,785,421,2,11765,15161,7
26534,30459,4773,411,0,35357,3320,5
26535,81889,2475,768,2,38849,24012,2
26536,116530,3488,814,2,36364,1638,0
26537,119775,4639,828,0,15768,23082,4
26538,24722,1819,451,0,43001,14213,7
26539,65791,3545,764,2,34172,24756,8
26540,80121,824,780,2,1074,27202,4
26541,58838,1254,505,2,1545,19761,1
26542,69590,2004,386,2,16803,18193,8
26543,23979,662,475,1,48282,13084,3
26544,63551,3975,838,2,3909,29290,4
26545,112362,2215,757,2,41987,2934,3
26546,51789,4804,742,0,36505,14717,4
26547,61642,4839,532,2,46129,2824,7
26548,58056,2507,356,2,39975,2577,1
26549,50972,4190,542,2,39944,20989,1
26550,135678,892,832,0,28216,24348,9
26551,48896,1735,390,2,12712,24255,3
26552,88517,4126,760,1,33287,9072,3
26553,140524,3768,812,1,2540,27091,0
26554,109700,4517,776,1,47199,28305,6
26555,73662,858,826,2,16451,23178,3
26556,108691,1382,762,1,41335,7793,0
26557,60061,539,415,1,23771,18821,4
26558,25805,3748,594,1,22421,2995,2
26559,104428,2298,766,0,49927,20557,6
26560,51229,1470,759,0,28429,12373,6
26561,107389,3518,793,1,24623,19757,7
26562,129399,4427,847,0,14828,1682,6
26563,121744,3135,791,0,34083,21381,4
26564,49664,4737,549,1,7438,1150,1
26565,64843,567,817,2,7370,26297,8
26566,22087,2368,334,2,37752,12604,2
26567,46112,1664,539,2,27113,19335,2
26568,68375,4127,723,2,20777,25636,9
26569,139707,2542,725,2,8061,19309,2
26570,51140,2433,487,2,1962,24155,1
26571,53309,3982,835,0,30148,2185,7
26572,22871,1406,448,1,26039,11573,7
26573,55051,1815,400,0,26442,245,5
26574,113550,2180,849,1,22871,26925,1
26575,25386,3315,369,2,48698,15095,7
26576,107411,2494,834,2,35541,16498,1
26577,66461,4560,348,2,35027,10518,9
26578,123513,4377,700,1,33776,12566,5
26579,38617,1398,427,0,8785,1170,6
26580,102003,2464,810,2,35739,25813,0
26581,23797,2884,566,1,20195,2952,7
26582,136064,2558,801,1,40220,38,5
26583,129663,3960,804,2,27403,18687,8
26584,90672,2469,812,1,38033,4966,8
26585,41818,4943,317,2,29445,4446,0
26586,67366,620,706,2,42721,15806,6
26587,92809,1775,785,1,16110,16625,3
26588,57467,1928,342,1,2596,21843,5
26589,23462,903,347,1,15755,3951,7
26590,70061,4625,800,0,30814,15592,9
26591,59186,1415,527,1,42365,20891,5
26592,132351,2609,825,0,14001,10493,9
26593,49511,3611,482,0,25267,8873,3
26594,56937,4789,352,2,18037,9767,3
26595,60651,3622,841,1,767,6469,3
26596,55238,1808,783,1,14504,2479,1
26597,58334,1785,708,0,28576,20930,7
26598,94204,772,721,1,44871,6857,4
26599,22959,3749,424,0,47667,19516,3
26600,114945,526,846,1,21136,4390,2
26601,43698,1304,488,0,40362,18026,8
26602,136849,4871,749,1,21019,13487,4
26603,56653,3236,311,2,32903,9728,6
26604,35106,2943,303,0,49328,880,5
26605,42508,1775,393,2,20031,29221,6
26606,62834,4232,784,0,35497,16187,0
26607,85513,3388,773,2,33931,13557,6
26608,115022,3838,716,0,44739,25811,0
26609,58503,2755,841,0,33833,19237,6
26610,126325,1419,834,0,45823,1443,2
26611,56625,1176,588,2,11366,3685,1
26612,66553,4051,842,0,21871,5865,8
26613,60769,4590,731,1,19543,2731,6
26614,114202,2110,701,0,4792,26096,6
26615,67085,565,733,1,7638,9140,1
26616,60405,3208,802,1,28775,21094,8
26617,35439,1843,307,2,25166,24545,6
26618,99361,1959,809,0,37764,24047,6
26619,54501,1566,397,1,2113,18974,3
26620,89383,4739,750,2,3909,23082,5
26621,23762,1791,525,2,2603,238,8
26622,80187,747,705,0,28315,9113,8
26623,61200,4746,320,0,24695,14006,7
26624,98037,2218,700,0,3233,26830,0
26625,93809,1548,823,1,22761,1449,0
26626,138428,1495,768,1,9794,2192,8
26627,64397,2567,496,1,2292,10054,5
26628,40678,1392,439,1,40018,8341,9
26629,87457,3461,767,1,36790,310,6
26630,61666,510,845,1,39340,4710,8
26631,135499,3720,700,1,24527,12077,9
26632,61308,1680,776,2,49284,1976,1
26633,96127,1045,731,1,40010,11018,2
26634,143447,3786,843,2,46778,8660,0
26635,44078,3657,504,0,21419,28791,3
26636,61855,2541,446,1,4862,12182,5
26637,134970,3569,750,2,18984,29118,5
26638,104379,1243,805,0,21337,23862,6
26639,100380,2780,718,0,37968,17259,2
26640,52034,1569,705,2,26352,5985,1
26641,63094,2303,847,1,27708,15452,6
26642,135317,2459,799,1,6824,11777,6
26643,40577,4199,550,1,31962,3283,1
26644,69635,2323,456,1,4912,1236,1
26645,86805,1453,733,0,29395,10838,3
26646,132193,1718,835,2,48459,9681,0
26647,57559,3997,465,2,18775,21911,0
26648,22368,3299,447,2,45456,11531,5
26649,90578,3944,750,1,46334,727,5
26650,63456,3126,418,1,18761,1227,8
26651,93240,1581,750,0,42491,21680,5
26652,63435,4049,791,2,24859,13431,5
26653,145781,1486,827,0,10661,10807,9
26654,31983,2372,456,1,15870,19638,4
26655,74699,2546,797,2,33282,29244,5
26656,101345,2600,790,0,18629,26419,1
26657,55569,4295,405,0,38996,29201,5
26658,53324,2736,416,0,41202,15034,3
26659,31832,1741,409,1,9226,6262,6
26660,108092,3474,809,0,2990,28807,6
26661,36403,4660,348,0,18428,8247,2
26662,103590,3476,828,1,13230,5641,9
26663,119903,634,808,2,37631,3557,7
26664,146167,989,723,0,45264,25806,6
26665,51993,2853,740,2,47628,4191,7
26666,65288,4911,709,0,43075,25093,0
26667,26802,3523,424,0,20336,23953,0
26668,71627,3340,791,2,9833,908,8
26669,143301,875,848,2,41150,5334,2
26670,113209,2976,772,2,11179,12677,1
26671,123728,650,733,1,38852,18599,0
26672,93495,2117,844,2,15608,24459,9
26673,58479,1104,325,1,32203,2835,5
26674,67926,4975,591,0,19582,26591,9
26675,61300,1265,590,1,47965,27303,6
26676,91900,1154,836,0,31069,24534,2
26677,147947,4057,751,0,4709,8893,5
26678,92876,2890,846,2,44530,17557,9
26679,23473,1491,447,1,12660,25404,7
26680,127414,608,757,2,48335,19429,4
26681,115303,2261,788,1,15415,12574,0
26682,108117,3968,764,0,10312,6172,7
26683,146907,4911,763,2,31037,2842,7
26684,125442,1631,758,1,41717,8939,7
26685,108691,1891,770,1,48694,24465,8
26686,42227,4834,524,1,38147,22332,2
26687,53745,578,597,0,32634,4324,3
26688,104222,4947,700,2,45002,20017,3
26689,62062,3476,736,0,36168,534,7
26690,46557,2628,546,2,21453,9528,7
26691,109809,1200,802,1,44285,28437,9
26692,83455,3957,757,0,23995,3524,0
26693,35384,3534,313,0,1013,18209,2
26694,106711,4968,720,2,47786,21209,4
26695,71154,1067,750,2,35791,26512,9
26696,138729,4621,814,2,25710,17373,4
26697,55090,1256,728,0,17932,17528,8
26698,145882,3092,715,0,23129,26083,7
26699,71183,2759,716,1,31092,5812,5
26700,98300,4476,733,2,10927,7436,8
26701,147615,901,738,1,12961,7657,1
26702,99962,1722,785,0,41771,2801,8
26703,109953,3968,769,0,43265,6938,6
26704,90750,2035,828,0,33191,18845,6
26705,84909,2038,833,0,9349,26716,3
26706,141979,1632,816,2,3505,10714,3
26707,110840,4570,760,1,21377,18543,8
26708,105479,3846,815,0,28549,8599,1
26709,63507,2604,734,2,34056,13705,5
26710,94903,1858,757,2,28149,27599,1
26711,94657,1380,788,2,28229,6672,0
26712,66242,3390,413,1,44726,24283,7
26713,141695,975,790,0,35814,19686,7
26714,65283,3775,734,2,2444,7919,2
26715,54273,1706,798,2,29345,18514,0
26716,52913,3190,590,2,43952,433,0
26717,80414,4830,770,1,10399,22385,4
26718,119312,2560,848,1,16142,26461,5
26719,110340,2294,781,1,21865,7130,1
26720,112239,4328,775,2,25612,3756,5
26721,50470,2939,433,0,14227,9274,8
26722,21848,2335,371,2,4691,14782,0
26723,72546,4701,749,0,8565,25726,1
26724,66899,3185,837,2,15406,10307,8
26725,28113,4278,514,1,9059,21237,5
26726,57963,1406,804,0,13526,132,5
26727,66328,4698,760,0,13900,22150,7
26728,45080,3234,488,1,24920,17907,4
26729,82335,4885,802,2,17764,6239,6
26730,61816,4890,418,2,43536,3485,0
26731,88564,1165,795,0,34012,6033,5
26732,141393,2105,771,2,17449,12252,5
26733,131981,3900,750,1,37547,2734,8
26734,62473,3419,481,2,22436,25798,3
26735,81892,3101,767,0,22165,7791,7
26736,52636,3115,834,1,8341,15884,9
26737,46200,2765,340,1,6642,12824,4
26738,110823,1153,822,1,25234,24093,3
26739,60733,1725,783,0,29807,9685,2
26740,98583,788,734,2,38305,11541,8
26741,101985,503,723,2,5670,26299,0
26742,111180,3110,717,1,3345,10957,1
26743,119616,4001,797,0,26209,24388,9
26744,58328,3872,519,0,37451,12410,7
26745,66407,912,752,2,42739,10443,1
26746,22480,777,367,1,20056,18174,5
26747,108836,4403,736,2,13904,20723,6
26748,23074,3473,346,2,9327,25583,8
26749,136749,1725,740,1,19739,24606,0
26750,52932,1536,701,2,44641,27999,7
26751,53119,2852,805,1,13193,17410,0
26752,104240,956,838,0,32231,13769,7
26753,121433,1492,728,1,1430,11268,0
26754,148253,3964,763,0,15430,16783,4
26755,86768,2124,756,1,44324,24097,8
26756,94259,2793,701,2,6944,24006,8
26757,119795,715,836,0,43572,15797,7
26758,26343,1586,499,1,6617,19874,4
26759,64294,4428,431,1,48813,10920,2
26760,113442,2191,763,0,26246,21347,6
26761,97702,3074,735,2,42977,8618,7
26762,86606,3358,828,2,41419,26459,7
26763,29256,1836,569,2,20034,22802,9
26764,59321,1786,543,0,32754,2445,2
26765,130404,2444,766,1,15729,26604,2
26766,100802,4685,769,2,48249,20840,8
26767,98771,3717,828,1,146,12781,6
26768,137530,4122,849,1,10783,25866,4
26769,68966,764,780,2,14444,3221,8
26770,118571,4116,749,1,41095,5704,8
26771,71195,1852,773,0,12867,15029,1
26772,92601,2396,771,2,47357,21780,7
26773,61639,3881,488,0,21123,6642,2
26774,101675,624,759,2,35853,17233,6
26775,133716,1619,744,0,20613,24213,1
26776,131807,995,732,1,21702,5757,6
26777,90865,4005,767,2,44004,16476,3
26778,44632,4974,333,2,19082,23166,8
26779,94788,4410,800,0,11775,24491,9
26780,145803,4898,730,0,13792,21468,1
26781,67990,4477,814,1,1244,11785,3
26782,81512,1981,737,0,24068,4042,4
26783,24135,4133,468,0,14821,29742,2
26784,82412,1621,810,2,1233,4665,0
26785,57902,1185,724,1,30862,6082,5
26786,57207,4973,704,1,15367,15637,3
26787,65092,872,784,1,36361,7748,2
26788,135880,3997,739,1,1819,8662,3
26789,123361,3971,742,2,42432,10003,1
26790,59355,1542,753,2,22616,12114,2
26791,27618,1917,599,1,17885,14831,0
26792,89456,2821,767,2,2750,6111,0
26793,80848,2042,726,1,13778,13793,6
26794,115231,763,700,1,42451,15384,9
26795,134434,1953,822,0,9405,26495,8
26796,119882,4839,806,0,11144,17344,8
26797,88732,3305,792,2,18674,19357,7
26798,117290,3844,713,1,1726,9750,3
26799,25074,842,413,1,19133,22376,1
26800,107713,4716,740,2,16749,18263,5
26801,60740,3073,401,2,29425,2532,1
26802,43037,2320,310,2,11911,10859,6
26803,31989,3444,568,1,42285,24646,5
26804,78982,3642,726,0,30810,1806,8
26805,52365,4350,359,1,11749,21342,5
26806,28126,2569,573,2,6285,18408,1
26807,94899,1325,727,0,47328,10214,1
26808,134646,2241,703,2,30934,22514,5
26809,148005,2187,734,0,29945,6697,6
26810,56537,3800,804,0,48112,6758,5
26811,53311,1254,765,1,23792,10385,0
26812,95399,2299,814,1,23790,7674,1
26813,47422,3624,376,1,23040,11239,9
26814,112381,2433,774,0,17465,27730,5
26815,52785,1708,405,0,25578,8364,8
26816,132607,1840,762,1,33610,13614,7
26817,84675,3714,815,2,29832,24756,6
26818,146233,2287,835,0,1856,19820,0
26819,107900,3538,811,0,44889,28603,7
26820,56790,4939,404,2,45961,12232,2
26821,121993,1746,765,0,45085,53,1
26822,72779,3723,807,0,39599,19987,9
26823,60285,3870,325,2,4380,27166,1
26824,122709,1922,788,0,3096,11389,5
26825,27598,2142,379,1,43953,13681,5
26826,143033,698,702,1,22271,16068,9
26827,92356,3359,789,2,13662,138,0
26828,87643,2702,752,2,7437,13834,1
26829,63404,903,417,0,773,7684,7
26830,133642,2901,808,2,1684,18274,7
26831,38497,4690,556,1,370,12267,2
26832,53589,3827,336,0,20298,15369,5
26833,53299,4030,826,0,47391,11955,6
26834,92405,4376,715,1,38189,24507,4
26835,39018,4656,496,1,17182,16049,3
26836,97213,3040,835,1,35741,22565,8
26837,87037,3847,760,2,42037,27171,6
26838,113825,4911,734,1,28209,14511,2
26839,44461,4115,363,0,19797,22182,1
26840,45963,4497,543,2,49164,19993,8
26841,56142,2997,737,0,24720,22290,7
26842,125766,1361,844,1,7404,3554,1
26843,49137,1688,479,2,49044,25034,8
26844,148038,4830,718,0,42779,13389,7
26845,24474,2937,553,2,27333,29102,9
26846,90421,1867,769,0,17266,13980,1
26847,51760,3679,310,1,14642,6578,9
26848,55134,4555,440,1,2294,29997,4
26849,67854,4319,780,1,21413,16847,1
26850,51435,3999,842,1,22824,27680,7
26851,89331,2709,783,2,43750,10909,5
26852,72230,3616,748,2,11590,17801,5
26853,55238,1077,749,2,30228,5861,1
26854,56805,2832,795,1,36446,10311,3
26855,147512,3805,748,2,48597,10528,3
26856,74799,4953,833,1,31507,13762,0
26857,36936,652,419,0,16353,24263,0
26858,138384,658,831,0,37392,24079,9
26859,54410,4712,779,1,4655,5520,9
26860,130275,1217,783,1,35287,4994,2
26861,56955,2533,359,1,9558,952,4
26862,119485,1076,842,1,37176,21809,6
26863,117578,4742,792,0,25174,19606,7
26864,107992,2233,794,0,33922,10435,3
26865,52072,2512,368,2,28365,16294,9
26866,56689,3188,339,1,18417,10741,0
26867,88632,620,794,2,15559,26945,7
26868,114321,2382,791,2,11718,9775,2
26869,97784,2443,805,0,19560,6428,5
26870,24591,4308,571,2,7284,20074,3
26871,80597,3758,811,0,37902,27402,8
26872,135844,2124,791,2,31654,16069,8
26873,75495,3117,834,0,46606,11512,0
26874,33887,3110,424,2,20855,5727,3
26875,54732,4679,732,2,15410,29261,4
26876,131725,594,780,2,18637,9701,1
26877,85572,2600,743,1,46377,15731,6
26878,71235,4609,703,0,43641,18663,5
26879,78604,949,798,2,5286,17194,8
26880,85611,2080,712,1,38662,16567,7
26881,145001,2464,845,0,3560,23522,4
26882,142414,4286,711,0,28490,12901,9
26883,125076,4253,718,0,24407,11444,2
26884,50292,3184,828,1,3600,5533,5
26885,93325,4335,720,1,33853,21235,1
26886,91856,4110,801,1,49043,4465,3
26887,132044,2139,819,0,40832,19613,9
26888,108970,673,840,1,46437,24060,2
26889,104504,1828,718,2,25010,23609,3
26890,85397,2762,765,1,6403,10920,4
26891,144572,3408,786,2,9647,14379,0
26892,64615,4374,362,1,46283,8727,1
26893,133094,2722,770,1,39056,21673,7
26894,122586,598,772,1,43759,12804,6
26895,133306,2870,796,2,2833,5820,8
26896,69811,4847,769,0,36198,19399,6
26897,132583,1034,702,2,34675,10543,6
26898,30226,660,584,0,27620,11165,4
26899,57053,3371,805,2,34661,11679,8
26900,113696,4377,712,0,20831,20987,2
26901,21709,3836,453,0,35073,16032,9
26902,133251,2238,806,1,48154,10976,2
26903,119334,3019,844,2,9110,17743,4
26904,77545,4033,797,0,17052,24150,6
26905,71661,2153,721,1,19158,19805,7
26906,111827,4528,802,0,43522,23296,3
26907,106747,1995,824,2,15602,22480,4
26908,102717,4770,826,1,27828,15241,3
26909,68774,758,362,2,18094,10239,7
26910,67883,3395,546,1,41237,22737,0
26911,48685,808,513,0,18979,18264,4
26912,46414,3401,411,2,11285,18490,0
26913,75257,2883,724,1,24543,1991,2
26914,98017,2001,747,0,33438,281,4
26915,88518,4082,708,2,36923,22266,2
26916,31971,721,477,0,26396,2571,8
26917,50506,2891,829,1,3105,18038,2
26918,82544,4197,756,2,44220,23928,7
26919,46212,2530,587,0,13310,2375,0
26920,57421,2307,318,0,19650,29215,8
26921,69900,4933,302,2,22530,16819,0
26922,106016,4978,823,1,14240,7004,3
26923,51983,3409,760,0,49920,8176,2
26924,138917,3849,712,2,32553,2027,1
26925,77064,1193,814,2,29022,13883,8
26926,110837,2754,835,0,26900,27639,7
26927,69988,2730,847,2,33448,5812,8
26928,111706,3513,829,0,23843,5068,1
26929,116180,4575,849,0,48139,14714,5
26930,22946,1489,570,1,37164,29959,5
26931,44242,3049,490,1,27647,21489,8
26932,125100,3097,825,2,34718,13338,9
26933,132702,2137,718,2,34959,24700,0
26934,56772,2898,759,2,48894,29367,2
26935,66217,2658,716,1,41807,151,2
26936,56513,1114,581,2,48334,25824,4
26937,67258,4042,377,0,29101,13,1
26938,48227,2888,581,1,17413,6168,9
26939,83609,744,786,0,38070,24805,4
26940,62276,3004,459,2,30792,4673,4
26941,88284,2634,787,0,4274,4512,7
26942,123163,4426,723,0,31652,10976,4
26943,106981,1218,711,2,31615,22348,2
26944,49101,2407,404,0,15457,5591,3
26945,96711,4115,756,0,27787,28268,1
26946,118476,2438,706,0,15521,19298,6
26947,119741,4226,733,2,15394,23700,5
26948,126442,1099,844,2,22306,19532,5
26949,109826,4744,823,0,36541,15919,3
26950,132777,778,734,1,41081,14459,3
26951,79693,3728,848,0,35605,8809,5
26952,91230,4706,740,0,10877,4098,3
26953,72856,4923,826,2,23071,1967,9
26954,64806,1769,754,0,13480,28615,2
26955,81109,3643,768,0,30738,2888,7
26956,36017,4000,328,1,45862,964,7
26957,77167,2557,825,1,45858,17281,9
26958,86037,4881,754,0,18154,28190,7
26959,70954,2974,713,1,22940,5562,2
26960,86715,2162,814,2,30273,15129,8
26961,24945,3736,554,2,31959,4919,7
26962,148500,831,814,2,44631,6988,6
26963,98916,3678,813,0,42699,17104,3
26964,107439,2933,800,2,34128,4312,6
26965,102763,1248,716,0,16502,15609,1
26966,125504,4632,814,2,132,2188,5
26967,41081,2516,359,1,28579,14227,5
26968,69300,1632,450,2,28958,25127,7
26969,72873,559,782,0,24020,10599,4
26970,66262,1597,849,2,25232,7427,1
26971,32025,4096,507,0,44141,12974,6
26972,89718,1047,804,2,578,10054,2
26973,131056,1438,794,0,48098,12625,4
26974,122077,2292,804,1,48762,12577,7
26975,94207,3234,731,2,1496,19096,4
26976,23511,3691,550,2,30277,22633,2
26977,57242,1216,347,0,6591,438,7
26978,49951,1034,573,1,43609,15147,4
26979,59359,1240,821,0,35199,13529,8
26980,57923,4371,403,1,40930,10410,2
26981,52048,2762,780,0,25730,19091,4
26982,148345,4223,838,0,34898,16894,0
26983,111217,4256,848,1,40051,2215,0
26984,95464,1770,706,2,44104,4807,4
26985,134656,1415,784,0,10332,17866,4
26986,32858,4906,452,2,42716,19915,2
26987,78808,3438,746,0,8267,11510,6
26988,144838,2588,712,2,16883,9581,3
26989,62607,2367,461,1,11026,8854,5
26990,43728,2147,334,0,26887,13620,6
26991,106014,2004,816,2,17486,12979,4
26992,62757,1524,767,2,1802,14110,5
26993,32717,4878,357,1,46664,18093,4
26994,33218,2785,361,0,21972,3272,6
26995,141802,4864,709,2,17874,4752,1
26996,141206,4983,819,2,9441,9468,3
26997,84883,2832,819,0,9177,4538,4
26998,67234,3627,590,1,10475,9213,1
26999,142455,2121,821,1,19921,25625,3
27000,142636,4861,840,0,33254,28157,2
27001,32652,3770,374,2,37297,12388,9
27002,79708,4635,811,2,38017,27421,9
27003,63306,781,393,0,17175,13863,8
27004,67033,770,729,0,35957,14702,9
27005,113758,2687,812,2,49979,14176,9
27006,67004,1400,725,2,20218,19404,3
27007,37976,1958,340,0,14977,18562,0
27008,59801,3906,429,0,32285,26451,6
27009,28238,1836,509,2,18806,7633,0
27010,62911,1612,705,1,47213,19306,8
27011,113703,1448,830,1,20406,7359,1
27012,64341,4493,752,1,20950,18264,1
27013,72696,1076,795,1,18450,21053,2
27014,59759,2992,712,2,11095,19741,0
27015,36913,626,345,2,15284,89,8
27016,118026,1985,759,2,7351,7630,1
27017,29942,4207,516,2,34616,1383,1
27018,64691,1734,323,1,47541,13684,6
27019,57455,2309,846,1,35304,24940,0
27020,57647,3790,414,0,35189,13690,6
27021,76867,1840,820,0,21081,9115,3
27022,32550,3680,375,2,5085,8459,8
27023,51100,3153,723,2,34819,24322,9
27024,139588,4667,776,2,29089,18662,0
27025,72791,3149,704,0,37906,23565,1
27026,63406,3795,559,2,37852,29963,5
27027,58838,3651,458,2,32640,6569,9
27028,138099,3123,838,0,38412,10639,1
27029,55230,606,526,1,7305,22745,0
27030,96174,2792,738,1,5601,22012,2
27031,47216,1955,372,0,43292,23240,1
27032,102137,4444,746,0,44040,28203,5
27033,125798,1949,769,1,44693,1834,6
27034,138009,2164,762,0,40295,11784,2
27035,101620,2421,765,1,33503,9886,3
27036,51157,1938,715,2,20547,22045,2
27037,113177,1916,734,2,31754,21759,3
27038,55756,560,835,1,15727,8732,9
27039,60817,4189,741,0,5383,24956,1
27040,55547,4976,439,2,7590,9043,3
27041,85504,2858,759,1,14015,19327,2
27042,93870,1007,712,0,42299,10626,2
27043,81824,3408,756,0,49622,20656,2
27044,127704,4081,749,1,16113,27155,4
27045,31930,3484,567,0,43279,3152,5
27046,30476,2550,565,1,35912,29753,6
27047,91165,4590,751,0,48401,21837,6
27048,149726,1184,745,2,11674,10874,0
27049,49752,612,485,2,2130,16491,1
27050,60870,3545,473,2,24325,5228,9
27051,133877,2779,799,1,5034,11666,5
27052,54339,3558,716,2,24354,15016,0
27053,90245,4201,797,1,12383,17047,3
27054,61009,4806,836,1,37831,17238,1
27055,21576,1510,538,2,8015,373,6
27056,65450,1692,730,0,2163,24024,8
27057,62814,3206,727,2,42048,12447,0
27058,132569,3163,812,2,11490,27437,4
27059,62193,1674,778,0,48280,27314,5
27060,73892,2635,770,2,13727,20698,0
27061,128032,2484,763,1,49423,7118,0
27062,25778,2782,327,2,17231,18890,1
27063,63778,4148,810,1,12500,11769,5
27064,68582,4070,820,2,46931,26635,2
27065,106190,1145,700,2,38708,29896,2
27066,59302,2606,772,1,25194,14010,4
27067,51129,3145,714,1,10267,11709,4
27068,123486,3883,775,2,38753,14711,8
27069,59072,1536,350,2,44720,3231,8
27070,97824,1426,762,2,19107,18377,8
27071,41794,821,397,1,28860,5543,7
27072,114346,1743,748,0,722,27523,8
27073,146671,2285,749,1,7439,6518,5
27074,103923,4155,809,2,3723,12437,5
27075,132657,2902,745,2,48731,25251,4
27076,129661,2659,732,0,37908,14230,9
27077,97145,4036,722,2,530,25821,8
27078,140010,3690,745,1,11198,10280,5
27079,56235,4464,785,1,48136,13281,7
27080,89793,681,792,1,35111,20280,1
27081,65450,2770,456,1,34676,24360,9
27082,21513,3159,451,0,1693,2207,4
27083,78263,4904,801,1,34723,3050,8
27084,78737,3635,742,2,30369,6284,6
27085,91045,1427,708,2,46149,12220,0
27086,62282,3215,712,2,4859,18533,9
27087,69199,2431,528,0,1270,19232,3
27088,58240,4830,785,0,6169,9730,0
27089,139976,2920,740,1,11530,15993,9
27090,49652,4841,580,2,18731,20745,2
27091,24325,4000,597,0,48485,5419,5
27092,32717,2477,369,2,36391,20541,4
27093,44830,1290,483,1,32059,17298,5
27094,39102,3851,564,2,36289,10513,6
27095,75471,4974,774,2,40417,23103,6
27096,105726,2219,762,0,10956,7847,3
27097,53904,3740,787,2,28793,17239,1
27098,64468,1238,834,1,182,23376,8
27099,26078,3100,445,2,40426,14297,9
27100,67895,3743,720,1,7922,25014,7
27101,85975,2370,722,0,24607,5901,7
27102,120859,998,710,2,32749,27677,5
27103,148935,4849,745,1,43278,29973,0
27104,29735,872,495,1,4559,8768,7
27105,78154,3696,763,1,31312,19702,1
27106,62781,2350,822,1,42747,11123,3
