applicant_id,gender,age,marital_status,dependents,education,employment_status,occupation_type,residential_status,address_state
29281,Male,37,Married,0,Graduate,Employed,Freelancer,Rent,AZ
29282,Male,31,Married,2,Postgraduate,Employed,Salaried,Own,FL
29283,Male,22,Married,2,Graduate,Self-Employed,Freelancer,Rent,NM
29284,Female,45,Single,2,Graduate,Unemployed,Salaried,Own,CA
29285,Female,28,Married,2,Postgraduate,Unemployed,Freelancer,Own,FL
29286,Male,38,Married,3,Graduate,Employed,Business,Rent,TX
29287,Male,42,Married,3,High School,Self-Employed,Freelancer,Rent,MD
29288,Male,28,Married,0,Graduate,Employed,Freelancer,Other,NH
29289,Male,39,Married,2,High School,Self-Employed,Business,Own,KY
29290,Male,47,Married,2,Postgraduate,Employed,Professional,Other,OR
29291,Female,48,Divorced,1,High School,Self-Employed,Professional,Other,TX
29292,Male,34,Single,3,High School,Unemployed,Salaried,Own,NJ
29293,Male,38,Single,3,Graduate,Unemployed,Freelancer,Rent,FL
29294,Female,58,Single,0,Graduate,Employed,Freelancer,Rent,NV
29295,Female,35,Single,3,Graduate,Self-Employed,Professional,Own,OK
29296,Male,40,Married,1,High School,Unemployed,Salaried,Own,OH
29297,Female,40,Single,3,High School,Self-Employed,Professional,Own,NM
29298,Female,29,Married,0,High School,Self-Employed,Business,Rent,GA
29299,Female,33,Single,2,High School,Self-Employed,Salaried,Own,PA
29300,Male,34,Single,1,Graduate,Self-Employed,Business,Own,VA
29301,Female,35,Divorced,0,High School,Self-Employed,Freelancer,Own,AL
29302,Male,35,Single,1,Graduate,Employed,Freelancer,Own,WI
29303,Female,33,Married,0,High School,Self-Employed,Business,Rent,NY
29304,Male,34,Single,3,Graduate,Unemployed,Professional,Rent,NY
29305,Male,27,Married,1,High School,Unemployed,Business,Other,VA
29306,Female,41,Married,0,Postgraduate,Unemployed,Professional,Other,CA
29307,Female,41,Divorced,3,Graduate,Self-Employed,Professional,Own,AR
29308,Female,36,Married,0,High School,Employed,Salaried,Own,WA
29309,Male,23,Married,3,High School,Employed,Freelancer,Own,MN
29310,Male,40,Divorced,3,High School,Employed,Salaried,Rent,CA
29311,Female,49,Married,3,Graduate,Employed,Business,Rent,TX
29312,Female,31,Single,3,Graduate,Employed,Business,Own,FL
29313,Female,42,Single,2,High School,Self-Employed,Professional,Own,OK
29314,Male,46,Married,3,Graduate,Unemployed,Professional,Own,TX
29315,Male,49,Married,2,High School,Self-Employed,Freelancer,Other,OK
29316,Female,43,Married,0,Postgraduate,Self-Employed,Freelancer,Own,VT
29317,Male,46,Married,2,Graduate,Employed,Professional,Rent,AL
29318,Female,47,Divorced,2,Graduate,Self-Employed,Professional,Own,KY
29319,Female,36,Married,1,High School,Employed,Business,Own,PA
29320,Male,26,Single,0,Graduate,Employed,Professional,Rent,GA
29321,Female,38,Single,1,High School,Self-Employed,Salaried,Own,CO
29322,Female,26,Single,2,Postgraduate,Employed,Business,Own,NY
29323,Female,37,Married,0,Postgraduate,Employed,Salaried,Own,MO
29324,Female,59,Single,1,Graduate,Self-Employed,Professional,Own,RI
29325,Female,29,Single,2,Postgraduate,Self-Employed,Freelancer,Rent,VA
29326,Male,46,Married,2,Graduate,Employed,Business,Own,LA
29327,Female,37,Married,0,Graduate,Self-Employed,Freelancer,Rent,NY
29328,Female,42,Married,3,Graduate,Unemployed,Freelancer,Other,IL
29329,Male,24,Married,3,Postgraduate,Employed,Professional,Own,IL
29330,Female,37,Married,0,High School,Employed,Freelancer,Own,MO
29331,Male,37,Married,1,Graduate,Employed,Business,Own,NY
29332,Female,40,Married,0,Postgraduate,Unemployed,Business,Rent,CA
29333,Male,40,Married,1,High School,Employed,Professional,Rent,TX
29334,Male,28,Single,1,High School,Employed,Professional,Rent,MI
29335,Male,38,Married,3,Graduate,Self-Employed,Salaried,Own,AZ
29336,Female,36,Married,2,Graduate,Employed,Professional,Own,IL
29337,Male,47,Married,1,Graduate,Self-Employed,Salaried,Own,MI
29338,Male,30,Single,1,Postgraduate,Unemployed,Freelancer,Own,KY
29339,Male,20,Single,0,High School,Self-Employed,Business,Other,KY
29340,Male,45,Single,3,Graduate,Unemployed,Salaried,Own,FL
29341,Male,46,Married,3,High School,Employed,Professional,Own,LA
29342,Female,62,Single,1,Graduate,Employed,Professional,Own,NC
29343,Male,46,Married,0,Postgraduate,Employed,Freelancer,Own,MA
29344,Female,35,Married,3,Postgraduate,Unemployed,Freelancer,Rent,NJ
29345,Male,35,Married,1,Postgraduate,Self-Employed,Salaried,Own,PA
29346,Male,25,Single,1,Postgraduate,Employed,Freelancer,Rent,KY
29347,Female,42,Single,3,High School,Self-Employed,Salaried,Own,TX
29348,Female,37,Divorced,3,Graduate,Self-Employed,Business,Own,KS
29349,Female,33,Married,1,High School,Employed,Business,Own,CA
29350,Female,49,Married,2,High School,Employed,Salaried,Own,KY
29351,Female,49,Married,1,Graduate,Employed,Business,Own,OH
29352,Female,62,Married,0,High School,Unemployed,Business,Own,FL
29353,Male,29,Married,3,Graduate,Self-Employed,Freelancer,Own,TX
29354,Female,29,Single,2,Postgraduate,Self-Employed,Professional,Own,PA
29355,Female,28,Single,0,High School,Unemployed,Business,Own,SC
29356,Female,57,Married,3,High School,Self-Employed,Freelancer,Other,AR
29357,Male,32,Single,3,Graduate,Employed,Professional,Own,FL
29358,Female,26,Single,1,High School,Self-Employed,Professional,Own,GA
29359,Male,36,Single,0,Graduate,Self-Employed,Freelancer,Other,CT
29360,Male,60,Single,3,Graduate,Employed,Salaried,Own,CA
29361,Female,33,Married,3,Graduate,Employed,Business,Own,CA
29362,Female,41,Single,0,Graduate,Self-Employed,Business,Rent,NY
29363,Female,28,Married,2,Graduate,Employed,Business,Own,MI
29364,Male,36,Single,0,High School,Employed,Business,Rent,CA
29365,Female,26,Married,2,Graduate,Employed,Freelancer,Other,KY
29366,Female,41,Single,0,Graduate,Employed,Salaried,Other,OK
29367,Male,49,Married,2,High School,Unemployed,Business,Own,AZ
29368,Male,29,Single,3,High School,Self-Employed,Business,Other,WY
29369,Female,44,Married,3,Graduate,Employed,Freelancer,Own,OH
29370,Female,34,Single,1,Postgraduate,Self-Employed,Salaried,Own,TX
29371,Male,28,Single,3,Graduate,Employed,Freelancer,Rent,NY
29372,Male,40,Married,2,High School,Self-Employed,Salaried,Own,DC
29373,Female,40,Divorced,1,Postgraduate,Self-Employed,Salaried,Own,FL
29374,Male,30,Married,0,High School,Employed,Business,Own,CA
29375,Male,30,Married,3,Graduate,Employed,Salaried,Rent,CA
29376,Male,31,Single,1,Graduate,Employed,Professional,Rent,TX
29377,Female,47,Married,2,Graduate,Employed,Freelancer,Own,NJ
29378,Female,42,Single,1,High School,Employed,Freelancer,Rent,MA
29379,Female,38,Single,0,Graduate,Employed,Salaried,Other,CO
29380,Female,20,Married,2,High School,Unemployed,Freelancer,Rent,GA
29381,Female,42,Single,3,High School,Employed,Professional,Own,IL
29382,Female,69,Married,1,Postgraduate,Self-Employed,Business,Own,NV
29383,Male,63,Single,3,Graduate,Unemployed,Business,Own,NY
29384,Female,24,Single,3,Postgraduate,Employed,Salaried,Own,AZ
29385,Male,35,Married,0,High School,Self-Employed,Professional,Own,OH
29386,Male,39,Single,3,High School,Employed,Professional,Own,CA
29387,Female,39,Divorced,0,Postgraduate,Unemployed,Business,Rent,FL
29388,Male,54,Single,0,Graduate,Employed,Professional,Rent,NY
29389,Male,38,Married,0,Graduate,Unemployed,Salaried,Own,VA
29390,Male,40,Single,2,Graduate,Employed,Freelancer,Rent,NJ
29391,Male,28,Married,3,High School,Employed,Business,Own,CA
29392,Female,41,Married,1,High School,Self-Employed,Business,Own,CA
29393,Male,46,Married,1,High School,Employed,Professional,Own,FL
29394,Female,41,Single,2,Postgraduate,Employed,Business,Other,NY
29395,Male,41,Married,0,Postgraduate,Self-Employed,Professional,Rent,NJ
29396,Female,47,Married,0,Graduate,Employed,Freelancer,Own,SC
29397,Female,31,Married,3,Graduate,Employed,Freelancer,Own,CA
29398,Female,25,Married,0,Postgraduate,Employed,Business,Other,NY
29399,Female,42,Divorced,2,High School,Unemployed,Salaried,Own,LA
29400,Male,42,Married,0,Postgraduate,Employed,Salaried,Own,PA
29401,Male,44,Married,0,Postgraduate,Employed,Freelancer,Other,CA
29402,Male,26,Single,3,Postgraduate,Self-Employed,Professional,Rent,MD
29403,Male,54,Single,0,Postgraduate,Unemployed,Freelancer,Own,MI
29404,Male,62,Married,3,Graduate,Employed,Business,Rent,CA
29405,Male,39,Married,1,Graduate,Unemployed,Business,Own,CA
29406,Female,38,Married,1,Graduate,Employed,Freelancer,Own,CA
29407,Female,48,Single,1,Postgraduate,Employed,Freelancer,Own,IL
29408,Male,35,Married,0,Graduate,Unemployed,Business,Rent,FL
29409,Male,48,Married,0,Graduate,Employed,Business,Own,WV
29410,Male,28,Married,1,High School,Employed,Salaried,Own,NY
29411,Female,47,Married,2,High School,Self-Employed,Freelancer,Own,NY
29412,Male,35,Married,3,Graduate,Employed,Professional,Own,FL
29413,Male,46,Divorced,0,Postgraduate,Self-Employed,Salaried,Rent,IL
29414,Male,37,Married,1,Graduate,Unemployed,Professional,Own,NY
29415,Male,46,Single,2,High School,Employed,Freelancer,Other,MA
29416,Male,36,Married,0,High School,Unemployed,Freelancer,Rent,CA
29417,Male,37,Married,3,Graduate,Self-Employed,Professional,Rent,VA
29418,Male,52,Married,1,Postgraduate,Employed,Professional,Rent,CA
29419,Female,38,Married,3,Postgraduate,Employed,Professional,Rent,WI
29420,Male,36,Divorced,3,Graduate,Unemployed,Salaried,Other,CA
29421,Female,44,Married,3,Graduate,Employed,Business,Own,NY
29422,Male,53,Single,1,Graduate,Self-Employed,Professional,Own,NC
29423,Male,36,Married,2,Graduate,Employed,Salaried,Own,NY
29424,Female,33,Single,3,Graduate,Unemployed,Salaried,Other,MA
29425,Female,25,Single,1,High School,Unemployed,Salaried,Own,TX
29426,Male,41,Married,3,High School,Employed,Salaried,Rent,PA
29427,Female,33,Married,3,Graduate,Unemployed,Salaried,Own,CT
29428,Female,48,Married,1,Postgraduate,Self-Employed,Professional,Rent,CA
29429,Male,29,Married,3,Graduate,Employed,Salaried,Rent,NJ
29430,Female,32,Married,1,Graduate,Self-Employed,Professional,Own,CO
29431,Female,39,Married,0,Postgraduate,Self-Employed,Freelancer,Own,NJ
29432,Male,62,Married,1,Postgraduate,Self-Employed,Salaried,Rent,FL
29433,Male,45,Single,0,Graduate,Unemployed,Business,Rent,FL
29434,Male,37,Divorced,3,Graduate,Self-Employed,Business,Rent,CA
29435,Female,39,Divorced,2,High School,Employed,Professional,Own,NJ
29436,Male,39,Single,2,High School,Employed,Freelancer,Rent,TX
29437,Male,30,Married,2,High School,Unemployed,Business,Rent,CA
29438,Female,30,Married,1,High School,Unemployed,Freelancer,Own,CA
29439,Male,39,Single,1,Postgraduate,Employed,Professional,Own,WA
29440,Female,25,Single,3,High School,Employed,Salaried,Other,NY
29441,Female,35,Married,1,High School,Self-Employed,Business,Own,WA
29442,Female,27,Married,2,High School,Unemployed,Freelancer,Rent,OH
29443,Female,38,Married,1,Postgraduate,Employed,Business,Other,CA
29444,Female,41,Married,2,High School,Self-Employed,Freelancer,Own,TX
29445,Female,20,Married,2,High School,Employed,Freelancer,Rent,TX
29446,Female,48,Married,3,Graduate,Self-Employed,Salaried,Rent,PA
29447,Male,28,Single,0,High School,Self-Employed,Freelancer,Own,CA
29448,Female,54,Single,2,Graduate,Employed,Salaried,Own,MN
29449,Male,37,Single,1,Graduate,Employed,Salaried,Own,CA
29450,Female,47,Married,0,Postgraduate,Employed,Salaried,Own,IL
29451,Male,35,Single,3,High School,Self-Employed,Professional,Rent,NV
29452,Female,42,Married,2,Graduate,Self-Employed,Salaried,Own,VA
29453,Male,39,Single,3,Postgraduate,Employed,Salaried,Rent,TX
29454,Male,28,Married,1,High School,Self-Employed,Professional,Rent,FL
29455,Female,44,Married,3,Graduate,Employed,Business,Own,IL
29456,Male,35,Single,1,Graduate,Unemployed,Business,Own,GA
29457,Female,26,Single,3,Postgraduate,Employed,Business,Own,CA
29458,Female,27,Divorced,0,High School,Self-Employed,Freelancer,Own,FL
29459,Female,33,Single,1,Graduate,Self-Employed,Professional,Rent,LA
29460,Male,42,Single,3,Graduate,Self-Employed,Professional,Rent,NV
29461,Male,41,Married,3,High School,Employed,Business,Own,CA
29462,Female,29,Divorced,0,High School,Employed,Freelancer,Own,GA
29463,Male,32,Married,3,High School,Employed,Salaried,Own,CA
29464,Female,32,Single,0,High School,Employed,Business,Rent,CA
29465,Male,38,Single,3,Postgraduate,Employed,Salaried,Own,CA
29466,Female,29,Married,1,Postgraduate,Self-Employed,Business,Rent,IL
29467,Female,41,Single,3,Graduate,Employed,Freelancer,Own,CA
29468,Female,31,Single,1,High School,Self-Employed,Salaried,Other,FL
29469,Male,31,Married,2,High School,Unemployed,Freelancer,Rent,NJ
29470,Male,34,Married,2,High School,Employed,Professional,Own,TX
29471,Male,31,Divorced,1,High School,Unemployed,Professional,Rent,CA
29472,Female,39,Married,1,Postgraduate,Employed,Freelancer,Own,NC
29473,Male,36,Married,2,High School,Unemployed,Business,Own,FL
29474,Male,42,Single,2,Graduate,Employed,Business,Own,FL
29475,Male,48,Married,1,Graduate,Employed,Salaried,Rent,CA
29476,Male,66,Single,3,Graduate,Employed,Professional,Own,OH
29477,Male,60,Single,1,Graduate,Self-Employed,Salaried,Own,NC
29478,Female,34,Married,0,High School,Employed,Professional,Own,CA
29479,Male,31,Married,3,Graduate,Employed,Business,Rent,VA
29480,Male,65,Single,0,High School,Employed,Professional,Own,CA
29481,Female,41,Married,2,High School,Employed,Professional,Own,DC
29482,Female,44,Married,2,Graduate,Employed,Professional,Own,MD
29483,Female,37,Single,2,High School,Employed,Business,Own,AR
29484,Male,34,Divorced,2,Graduate,Unemployed,Business,Own,NV
29485,Female,30,Married,2,Postgraduate,Employed,Business,Own,IL
29486,Male,40,Single,0,Graduate,Employed,Professional,Own,CO
29487,Female,49,Single,2,High School,Employed,Freelancer,Rent,IL
29488,Male,25,Single,1,Graduate,Unemployed,Salaried,Other,MI
29489,Female,36,Single,2,Graduate,Self-Employed,Business,Rent,NC
29490,Male,36,Single,0,Postgraduate,Self-Employed,Freelancer,Rent,CA
29491,Female,36,Married,3,Postgraduate,Self-Employed,Salaried,Own,VA
29492,Female,36,Single,0,High School,Employed,Business,Rent,NY
29493,Male,46,Married,3,High School,Employed,Salaried,Own,NY
29494,Male,27,Single,3,Graduate,Unemployed,Salaried,Rent,HI
29495,Male,25,Single,3,Postgraduate,Employed,Salaried,Own,TX
29496,Female,30,Married,2,Postgraduate,Unemployed,Professional,Own,FL
29497,Male,36,Single,3,Graduate,Self-Employed,Business,Own,WI
29498,Female,25,Divorced,0,Postgraduate,Employed,Freelancer,Rent,MA
29499,Male,42,Divorced,2,High School,Unemployed,Salaried,Rent,MA
29500,Male,49,Married,2,Postgraduate,Employed,Freelancer,Own,NY
29501,Female,51,Married,1,High School,Employed,Business,Rent,CA
29502,Male,42,Single,3,High School,Employed,Business,Rent,WI
29503,Female,36,Married,2,High School,Employed,Freelancer,Own,PA
29504,Male,54,Married,3,Postgraduate,Self-Employed,Professional,Other,NY
29505,Male,44,Married,2,High School,Employed,Professional,Own,FL
29506,Male,28,Married,2,High School,Self-Employed,Salaried,Own,SC
29507,Female,27,Divorced,0,High School,Self-Employed,Freelancer,Rent,OH
29508,Male,53,Married,0,High School,Unemployed,Salaried,Other,IL
29509,Male,56,Married,2,High School,Employed,Business,Own,OH
29510,Female,43,Married,3,Graduate,Employed,Salaried,Other,CA
29511,Male,28,Married,0,High School,Employed,Freelancer,Rent,LA
29512,Male,40,Married,1,Graduate,Employed,Salaried,Own,MA
29513,Female,20,Single,1,High School,Employed,Freelancer,Rent,TX
29514,Female,39,Divorced,2,High School,Employed,Professional,Other,CA
29515,Male,41,Married,1,Postgraduate,Employed,Freelancer,Own,MA
29516,Female,32,Single,1,Graduate,Employed,Business,Rent,MA
29517,Female,27,Married,2,High School,Self-Employed,Freelancer,Own,KY
29518,Female,44,Married,3,Graduate,Self-Employed,Salaried,Own,NY
29519,Male,60,Married,0,Graduate,Employed,Professional,Own,NY
29520,Male,28,Single,1,Graduate,Unemployed,Business,Rent,NY
29521,Female,44,Single,3,High School,Self-Employed,Business,Other,MD
29522,Male,38,Single,0,High School,Unemployed,Salaried,Own,OK
29523,Female,18,Married,0,High School,Employed,Salaried,Rent,NJ
29524,Female,35,Single,1,Graduate,Employed,Salaried,Rent,NY
29525,Female,41,Married,1,Graduate,Employed,Freelancer,Own,MD
29526,Male,39,Married,1,High School,Employed,Freelancer,Rent,NJ
29527,Female,69,Married,2,Graduate,Employed,Salaried,Own,CA
29528,Female,49,Single,1,Graduate,Employed,Business,Own,VA
29529,Female,30,Married,3,High School,Self-Employed,Business,Own,TX
29530,Female,50,Single,1,High School,Unemployed,Freelancer,Other,CT
29531,Female,48,Single,0,Graduate,Employed,Salaried,Own,MO
29532,Female,26,Single,2,High School,Employed,Business,Own,NY
29533,Female,35,Divorced,1,High School,Self-Employed,Freelancer,Own,PA
29534,Male,29,Single,3,Graduate,Unemployed,Salaried,Own,IL
29535,Male,39,Single,2,Graduate,Self-Employed,Professional,Rent,NJ
29536,Female,42,Single,2,Graduate,Employed,Business,Own,VA
29537,Female,58,Single,3,Graduate,Unemployed,Salaried,Rent,CA
29538,Female,25,Divorced,1,Graduate,Employed,Freelancer,Rent,PA
29539,Female,46,Married,0,Postgraduate,Self-Employed,Professional,Rent,MA
29540,Male,33,Married,2,Graduate,Employed,Freelancer,Own,NY
29541,Female,35,Married,1,Graduate,Self-Employed,Business,Own,NV
29542,Male,46,Single,2,Postgraduate,Employed,Professional,Own,CA
29543,Male,29,Divorced,3,High School,Self-Employed,Professional,Own,CA
29544,Female,25,Married,3,Postgraduate,Self-Employed,Freelancer,Rent,CA
29545,Female,40,Married,0,Graduate,Employed,Salaried,Own,NM
29546,Female,40,Married,1,Graduate,Self-Employed,Freelancer,Own,SC
29547,Male,31,Married,1,High School,Unemployed,Professional,Rent,CA
29548,Male,27,Married,2,Postgraduate,Unemployed,Professional,Rent,HI
29549,Male,29,Married,3,High School,Self-Employed,Freelancer,Own,NV
29550,Male,53,Married,2,Postgraduate,Self-Employed,Professional,Own,MI
29551,Female,27,Single,3,High School,Employed,Freelancer,Own,TX
29552,Female,27,Single,3,Graduate,Self-Employed,Business,Own,NJ
29553,Female,44,Single,1,High School,Self-Employed,Professional,Own,CA
29554,Female,48,Married,2,Graduate,Self-Employed,Professional,Own,NY
29555,Male,27,Single,0,High School,Employed,Freelancer,Own,NV
29556,Female,67,Single,3,High School,Unemployed,Freelancer,Own,FL
29557,Male,29,Single,2,High School,Employed,Business,Own,OK
29558,Female,66,Single,1,Graduate,Self-Employed,Business,Rent,NV
29559,Female,47,Married,3,High School,Employed,Freelancer,Own,PA
29560,Male,49,Married,0,High School,Unemployed,Freelancer,Own,CA
29561,Male,47,Divorced,3,High School,Self-Employed,Salaried,Rent,NJ
29562,Male,41,Single,0,High School,Unemployed,Business,Own,PA
29563,Female,57,Married,0,Postgraduate,Employed,Freelancer,Rent,VA
29564,Male,18,Married,3,Postgraduate,Self-Employed,Professional,Rent,FL
29565,Female,34,Married,0,Graduate,Unemployed,Professional,Own,PA
29566,Female,46,Single,0,High School,Unemployed,Professional,Own,FL
29567,Female,33,Single,0,Graduate,Unemployed,Freelancer,Rent,CA
29568,Female,35,Single,3,Graduate,Employed,Professional,Rent,FL
29569,Male,37,Married,0,High School,Employed,Business,Own,MD
29570,Male,27,Married,3,Postgraduate,Employed,Business,Rent,NJ
29571,Male,42,Single,1,High School,Unemployed,Professional,Rent,CA
29572,Female,27,Single,1,Graduate,Self-Employed,Freelancer,Own,MA
29573,Female,39,Married,1,High School,Employed,Freelancer,Rent,CA
29574,Male,25,Married,3,Graduate,Self-Employed,Freelancer,Own,FL
29575,Female,30,Married,0,Graduate,Employed,Professional,Own,CA
29576,Female,45,Married,3,High School,Unemployed,Professional,Own,CA
29577,Male,64,Married,3,Graduate,Employed,Business,Own,MI
29578,Female,31,Divorced,1,Graduate,Unemployed,Business,Rent,CA
29579,Male,45,Married,0,High School,Self-Employed,Freelancer,Rent,MA
29580,Female,30,Married,1,Graduate,Unemployed,Salaried,Rent,FL
29581,Male,64,Single,1,Graduate,Self-Employed,Freelancer,Own,OK
29582,Male,42,Married,2,High School,Employed,Freelancer,Own,WV
29583,Male,37,Single,2,Graduate,Employed,Business,Own,MO
29584,Female,25,Married,1,High School,Self-Employed,Salaried,Rent,CA
29585,Male,46,Single,3,High School,Employed,Professional,Rent,KY
29586,Female,67,Married,2,Graduate,Employed,Professional,Other,NY
29587,Female,27,Single,3,High School,Employed,Salaried,Own,CA
29588,Male,36,Divorced,3,High School,Employed,Freelancer,Own,OR
29589,Male,25,Married,0,Graduate,Employed,Freelancer,Own,IL
29590,Female,41,Single,0,Graduate,Employed,Freelancer,Rent,WA
29591,Male,31,Married,2,High School,Unemployed,Business,Own,OK
29592,Male,25,Married,3,Postgraduate,Employed,Business,Own,NY
29593,Male,39,Married,2,Graduate,Self-Employed,Professional,Rent,NY
29594,Female,54,Married,3,Postgraduate,Unemployed,Professional,Other,RI
29595,Female,52,Married,3,High School,Employed,Professional,Own,KS
29596,Male,31,Single,3,Graduate,Self-Employed,Salaried,Own,FL
29597,Female,28,Single,0,Graduate,Self-Employed,Salaried,Rent,GA
29598,Male,26,Married,1,High School,Employed,Business,Rent,FL
29599,Male,56,Single,2,High School,Employed,Freelancer,Other,NV
29600,Male,46,Married,0,High School,Self-Employed,Professional,Rent,NM
29601,Male,25,Married,2,Graduate,Self-Employed,Salaried,Own,NY
29602,Female,49,Married,2,High School,Self-Employed,Business,Other,HI
29603,Male,35,Single,0,Graduate,Employed,Business,Own,PA
29604,Female,33,Married,3,High School,Employed,Salaried,Own,FL
29605,Male,59,Single,2,High School,Unemployed,Freelancer,Own,CA
29606,Female,68,Married,3,Postgraduate,Employed,Salaried,Other,NY
29607,Male,39,Married,1,Graduate,Self-Employed,Freelancer,Own,NY
29608,Female,34,Married,2,Graduate,Employed,Business,Rent,NJ
29609,Female,41,Married,2,High School,Employed,Freelancer,Own,CA
29610,Male,61,Married,2,High School,Unemployed,Salaried,Own,MA
29611,Male,47,Married,0,High School,Employed,Freelancer,Own,CA
29612,Female,28,Married,3,Graduate,Self-Employed,Salaried,Rent,PA
29613,Male,38,Divorced,3,Graduate,Self-Employed,Freelancer,Own,HI
29614,Female,36,Single,0,Graduate,Unemployed,Professional,Own,FL
29615,Male,48,Single,1,Postgraduate,Unemployed,Freelancer,Other,NY
29616,Male,49,Married,2,Graduate,Employed,Professional,Own,NJ
29617,Male,37,Single,0,Graduate,Employed,Freelancer,Own,PA
29618,Male,48,Married,1,Graduate,Self-Employed,Professional,Own,CA
29619,Male,28,Married,2,Graduate,Self-Employed,Salaried,Own,AL
29620,Male,31,Single,0,Graduate,Employed,Salaried,Own,AZ
29621,Female,42,Married,0,High School,Employed,Professional,Own,RI
29622,Female,60,Single,1,Postgraduate,Self-Employed,Salaried,Own,CA
29623,Female,37,Married,1,High School,Unemployed,Professional,Rent,MO
29624,Female,41,Single,3,Postgraduate,Self-Employed,Business,Rent,MN
29625,Female,39,Divorced,1,High School,Employed,Professional,Own,OR
29626,Male,39,Single,0,High School,Employed,Professional,Own,NY
29627,Male,41,Single,0,Postgraduate,Unemployed,Salaried,Own,CT
29628,Female,22,Married,3,Postgraduate,Employed,Salaried,Rent,PA
29629,Male,33,Married,3,Graduate,Employed,Freelancer,Own,OH
29630,Female,53,Married,0,Graduate,Unemployed,Salaried,Rent,WI
29631,Male,37,Single,0,High School,Unemployed,Business,Own,IL
29632,Female,31,Single,2,Postgraduate,Self-Employed,Professional,Own,AR
29633,Female,27,Married,2,High School,Employed,Freelancer,Rent,AZ
29634,Female,25,Married,1,Graduate,Self-Employed,Freelancer,Own,WA
29635,Male,26,Single,0,Graduate,Unemployed,Salaried,Own,OR
29636,Male,40,Married,2,High School,Self-Employed,Business,Own,MD
29637,Female,34,Single,2,High School,Employed,Freelancer,Own,AR
29638,Female,32,Married,1,High School,Employed,Freelancer,Other,TX
29639,Male,43,Single,0,High School,Self-Employed,Professional,Own,MD
29640,Male,49,Divorced,0,Graduate,Unemployed,Freelancer,Own,NY
29641,Female,25,Single,2,Graduate,Self-Employed,Salaried,Own,CT
29642,Male,51,Single,2,High School,Employed,Professional,Rent,GA
29643,Male,40,Married,2,Graduate,Unemployed,Salaried,Rent,VA
29644,Female,51,Married,2,High School,Self-Employed,Business,Own,TX
29645,Male,48,Married,2,Postgraduate,Self-Employed,Professional,Own,CA
29646,Female,28,Married,1,High School,Self-Employed,Professional,Rent,VA
29647,Female,40,Married,2,High School,Employed,Professional,Rent,NJ
29648,Male,43,Married,2,Graduate,Employed,Freelancer,Own,NY
29649,Female,32,Married,2,Graduate,Unemployed,Business,Own,NJ
29650,Male,66,Married,0,Postgraduate,Employed,Professional,Own,TX
29651,Male,27,Married,0,Graduate,Employed,Freelancer,Own,FL
29652,Male,41,Married,3,Postgraduate,Employed,Salaried,Own,KY
29653,Male,27,Single,3,Graduate,Employed,Salaried,Own,NC
29654,Male,36,Single,2,Postgraduate,Self-Employed,Salaried,Other,SC
29655,Female,30,Divorced,2,Graduate,Self-Employed,Business,Own,PA
29656,Male,38,Married,1,Postgraduate,Self-Employed,Salaried,Own,NC
29657,Female,47,Married,1,High School,Unemployed,Business,Own,FL
29658,Female,57,Married,1,Graduate,Unemployed,Salaried,Rent,WI
29659,Female,30,Married,2,High School,Unemployed,Freelancer,Own,CT
29660,Female,37,Married,0,High School,Employed,Professional,Rent,AZ
29661,Male,45,Married,2,High School,Self-Employed,Freelancer,Own,WA
29662,Female,51,Single,1,Postgraduate,Self-Employed,Business,Own,MN
29663,Male,22,Single,1,Postgraduate,Self-Employed,Business,Own,NY
29664,Female,39,Single,1,Graduate,Employed,Business,Rent,PA
29665,Female,48,Single,0,High School,Employed,Professional,Own,NY
29666,Male,33,Married,0,Graduate,Employed,Salaried,Rent,PA
29667,Male,25,Single,1,Postgraduate,Self-Employed,Business,Rent,CA
29668,Male,44,Married,1,Graduate,Employed,Business,Rent,AZ
29669,Female,29,Single,0,High School,Employed,Business,Rent,MA
29670,Male,40,Married,0,Postgraduate,Employed,Business,Own,TX
29671,Male,35,Married,1,High School,Employed,Freelancer,Own,CA
29672,Male,64,Single,3,Graduate,Employed,Freelancer,Rent,NJ
29673,Female,34,Single,0,Graduate,Self-Employed,Business,Own,CA
29674,Female,26,Single,2,High School,Employed,Salaried,Rent,CA
29675,Female,49,Married,3,Graduate,Employed,Business,Own,KY
29676,Male,29,Married,3,Postgraduate,Employed,Salaried,Own,MO
29677,Female,34,Married,1,Postgraduate,Employed,Freelancer,Other,TX
29678,Female,40,Single,1,Graduate,Employed,Professional,Own,TX
29679,Male,44,Married,3,High School,Employed,Professional,Own,LA
29680,Male,47,Married,3,High School,Unemployed,Professional,Rent,LA
29681,Male,44,Single,3,High School,Self-Employed,Business,Own,MT
29682,Male,30,Married,1,High School,Employed,Salaried,Rent,FL
29683,Female,34,Single,0,High School,Self-Employed,Salaried,Own,NJ
29684,Male,38,Married,0,High School,Employed,Business,Own,GA
29685,Male,41,Married,0,Graduate,Employed,Salaried,Rent,NY
29686,Male,35,Married,1,Postgraduate,Self-Employed,Salaried,Own,FL
29687,Female,23,Single,0,High School,Employed,Salaried,Own,MD
29688,Female,31,Single,2,Graduate,Employed,Freelancer,Rent,CA
29689,Male,43,Single,1,Graduate,Employed,Professional,Own,OH
29690,Male,27,Married,3,Graduate,Unemployed,Professional,Own,CA
