applicant_id,loan_history,loan_amount_requested,loan_term,loan_purpose,interest_rate,loan_type,co-applicant,transaction_frequency
27892,0,7466,180,Home,10.7,Secured,Yes,11
27893,0,30919,87,Education,5.09,Secured,Yes,23
27894,1,27987,104,Education,9.39,Unsecured,Yes,24
27895,0,42070,136,Personal,7.17,Secured,Yes,24
27896,0,20000,225,Personal,10.95,Unsecured,Yes,24
27897,0,27292,231,Education,12.97,Unsecured,Yes,18
27898,0,22702,129,Home,13.36,Secured,No,27
27899,0,25687,136,Education,9.16,Secured,No,14
27900,0,13110,146,Personal,14.25,Secured,No,6
27901,0,35080,117,Vehicle,13.95,Secured,No,17
27902,1,15479,154,Home,9.85,Secured,Yes,6
27903,0,24675,159,Home,10.74,Unsecured,No,9
27904,0,5626,175,Home,9.23,Unsecured,No,6
27905,0,21237,204,Home,9.99,Unsecured,No,23
27906,0,30442,23,Education,12.12,Secured,No,8
27907,1,20474,218,Home,14.23,Unsecured,No,22
27908,1,23199,24,Home,9.1,Unsecured,No,12
27909,0,20000,198,Vehicle,5.15,Unsecured,No,24
27910,0,5562,39,Personal,3.69,Secured,No,16
27911,0,5539,91,Personal,14.81,Unsecured,Yes,11
27912,1,30848,60,Home,12.3,Unsecured,Yes,12
27913,1,20000,145,Home,5.21,Unsecured,No,22
27914,0,31745,201,Education,10.77,Secured,Yes,20
27915,0,24824,14,Vehicle,7.62,Secured,No,28
27916,1,14403,30,Vehicle,8.22,Unsecured,Yes,5
27917,0,22174,49,Home,3.94,Secured,Yes,8
27918,0,31763,237,Personal,8.23,Unsecured,No,17
27919,1,13532,137,Personal,9.19,Secured,Yes,26
27920,0,22637,152,Vehicle,5.54,Unsecured,Yes,21
27921,0,31630,80,Education,9.4,Unsecured,Yes,27
27922,0,21824,161,Home,13.06,Secured,Yes,22
27923,0,5756,183,Home,6.03,Secured,No,26
27924,0,20000,16,Vehicle,12.57,Secured,Yes,9
27925,0,20047,157,Education,4.29,Unsecured,No,7
27926,0,20000,219,Education,9.15,Unsecured,Yes,5
27927,0,20000,12,Vehicle,7.69,Secured,No,28
27928,0,23921,42,Home,6.82,Secured,No,20
27929,0,9842,139,Home,14.5,Unsecured,No,7
27930,0,20000,13,Home,13.47,Unsecured,Yes,10
27931,0,20000,64,Home,12.8,Secured,Yes,22
27932,0,23884,148,Home,13.14,Secured,No,25
27933,0,23958,63,Personal,10.09,Unsecured,No,16
27934,0,14209,86,Home,10.89,Secured,Yes,29
27935,0,26616,65,Education,8.27,Secured,Yes,6
27936,0,6461,123,Home,9.5,Secured,Yes,10
27937,0,12364,152,Home,11.31,Unsecured,No,9
27938,0,32200,128,Personal,10.52,Unsecured,No,22
27939,0,10450,199,Home,9.11,Secured,Yes,25
27940,0,21338,133,Vehicle,4.95,Secured,No,11
27941,0,20838,166,Personal,7.99,Unsecured,No,8
27942,0,20000,101,Home,6.72,Secured,No,12
27943,0,8936,13,Vehicle,8.55,Unsecured,No,29
27944,0,26898,111,Education,9.68,Secured,No,19
27945,0,20456,172,Home,8.12,Secured,No,23
27946,0,5896,109,Education,7.51,Secured,No,20
27947,0,9375,62,Personal,6.49,Unsecured,No,21
27948,0,20000,144,Personal,13.53,Secured,No,19
27949,1,20000,160,Home,5.22,Unsecured,No,5
27950,0,20000,139,Personal,10.84,Unsecured,Yes,8
27951,0,20000,109,Home,11.78,Unsecured,Yes,29
27952,0,27275,182,Personal,13.58,Unsecured,No,28
27953,0,24241,75,Education,11.98,Unsecured,Yes,29
27954,0,20947,203,Home,6.2,Unsecured,Yes,11
27955,1,7656,175,Vehicle,7.71,Unsecured,Yes,29
27956,1,28715,130,Personal,13.05,Secured,No,12
27957,0,29677,127,Education,12.15,Secured,No,15
27958,0,30711,45,Education,10.81,Secured,Yes,13
27959,1,21473,44,Home,4.68,Unsecured,No,24
27960,0,33247,215,Vehicle,6.71,Unsecured,Yes,18
27961,0,25575,92,Home,13.94,Secured,Yes,14
27962,0,22457,132,Personal,14.38,Secured,No,8
27963,0,20613,123,Home,3.62,Unsecured,No,8
27964,0,20309,207,Vehicle,13.74,Secured,Yes,8
27965,0,37157,115,Home,5.14,Secured,No,26
27966,1,24658,120,Education,10.83,Secured,No,28
27967,0,36222,97,Personal,4.97,Unsecured,Yes,26
27968,0,21027,12,Personal,11.13,Secured,No,12
27969,1,20000,41,Home,14.81,Secured,No,23
27970,0,12033,142,Vehicle,5.06,Unsecured,No,29
27971,1,20000,147,Personal,13.87,Unsecured,Yes,25
27972,1,10974,192,Home,13.99,Secured,No,15
27973,0,9489,219,Home,14.16,Unsecured,Yes,22
27974,0,8812,20,Home,3.84,Secured,Yes,8
27975,0,20401,20,Personal,13.13,Unsecured,No,14
27976,1,5899,63,Personal,10.81,Unsecured,Yes,20
27977,0,17382,180,Education,6.08,Unsecured,No,22
27978,0,22541,205,Home,14.19,Secured,Yes,8
27979,0,31355,81,Personal,8.14,Unsecured,No,5
27980,0,16594,142,Vehicle,11.72,Unsecured,No,26
27981,0,29750,202,Home,14.73,Unsecured,No,7
27982,0,27071,123,Home,13.47,Secured,Yes,28
27983,0,13808,138,Home,10.53,Unsecured,No,8
27984,0,29767,41,Home,6.19,Unsecured,No,19
27985,0,20000,90,Home,11.05,Secured,No,25
27986,0,20000,28,Home,7.96,Secured,Yes,9
27987,0,23748,21,Vehicle,11.03,Unsecured,No,12
27988,0,13251,75,Education,6.14,Unsecured,No,29
27989,0,32426,139,Home,4.06,Unsecured,No,18
27990,0,7201,72,Personal,7.2,Unsecured,Yes,15
27991,0,35827,68,Personal,6.81,Secured,Yes,29
27992,0,33111,147,Home,14.79,Unsecured,No,19
27993,0,20000,25,Education,6.15,Secured,Yes,16
27994,1,27240,36,Vehicle,4.22,Unsecured,No,19
27995,0,8424,207,Personal,10.37,Secured,No,10
27996,0,41703,87,Vehicle,8.47,Unsecured,Yes,14
27997,0,9677,238,Personal,7.07,Secured,Yes,17
27998,0,20250,67,Vehicle,14.82,Unsecured,No,8
27999,0,32068,56,Vehicle,3.82,Unsecured,Yes,24
28000,0,34486,191,Home,7.81,Secured,No,17
28001,0,7534,130,Personal,11,Unsecured,No,29
28002,0,20232,120,Personal,13.19,Unsecured,Yes,20
28003,0,20000,30,Personal,5.8,Unsecured,Yes,9
28004,0,22242,138,Home,6.73,Unsecured,No,13
28005,0,20356,175,Education,4.76,Secured,Yes,20
28006,1,22607,191,Home,12.17,Secured,Yes,29
28007,0,22252,60,Education,11.33,Secured,Yes,12
28008,0,7848,96,Home,7.84,Secured,No,13
28009,0,20000,139,Home,10.19,Unsecured,No,9
28010,0,20000,36,Personal,7.38,Unsecured,Yes,22
28011,1,26327,59,Home,13.39,Unsecured,No,24
28012,0,27840,71,Home,10.69,Unsecured,Yes,20
28013,0,27011,172,Home,10.24,Secured,Yes,25
28014,0,8608,123,Home,14.42,Unsecured,Yes,19
28015,0,5028,99,Education,12.48,Secured,No,15
28016,1,20914,25,Vehicle,6.18,Unsecured,No,22
28017,0,35523,68,Vehicle,12.52,Secured,No,27
28018,0,7562,182,Vehicle,6.24,Unsecured,Yes,24
28019,0,18041,114,Home,4.9,Unsecured,Yes,27
28020,1,20000,188,Education,14.55,Unsecured,Yes,6
28021,0,20000,90,Personal,7.39,Unsecured,Yes,27
28022,0,5234,73,Personal,14.24,Secured,Yes,28
28023,0,34190,37,Education,6.03,Unsecured,No,7
28024,0,36272,231,Personal,5.51,Unsecured,Yes,16
28025,0,13807,206,Home,9.7,Secured,Yes,6
28026,0,8306,23,Education,5.46,Unsecured,No,13
28027,1,28985,153,Home,12.33,Unsecured,No,25
28028,0,24075,166,Home,4.97,Unsecured,Yes,7
28029,1,22851,32,Vehicle,5.17,Secured,Yes,26
28030,0,22154,62,Education,9.73,Secured,Yes,10
28031,0,9365,47,Personal,11.2,Unsecured,No,6
28032,0,6752,163,Home,13.24,Secured,No,16
28033,0,20000,191,Home,9.08,Secured,Yes,17
28034,0,20000,191,Home,5.24,Secured,Yes,16
28035,1,27448,204,Home,7.41,Secured,Yes,16
28036,0,29589,105,Vehicle,6.44,Secured,Yes,21
28037,0,29292,232,Vehicle,7.3,Secured,Yes,10
28038,0,21762,201,Home,6.81,Unsecured,Yes,23
28039,0,20260,20,Personal,12.33,Unsecured,No,25
28040,0,19688,155,Vehicle,10.13,Unsecured,Yes,23
28041,0,20000,176,Vehicle,7.37,Secured,No,22
28042,0,14291,97,Education,14.07,Secured,No,16
28043,1,20000,21,Home,8.19,Secured,Yes,7
28044,0,13510,159,Home,8.76,Unsecured,No,22
28045,0,20000,83,Education,8.6,Unsecured,No,6
28046,0,25890,93,Personal,10.49,Unsecured,Yes,17
28047,0,20023,18,Home,9.44,Unsecured,No,10
28048,0,20000,218,Home,14.54,Unsecured,Yes,6
28049,0,21200,120,Home,6.67,Secured,Yes,21
28050,1,13363,71,Home,7.03,Secured,Yes,26
28051,0,23639,80,Vehicle,14.84,Secured,Yes,17
28052,0,29601,59,Home,5.2,Secured,No,20
28053,0,31158,179,Vehicle,14.43,Unsecured,Yes,15
28054,1,22411,81,Home,12.85,Secured,No,22
28055,0,15594,45,Home,11.68,Secured,No,18
28056,0,34708,35,Vehicle,4.44,Secured,Yes,17
28057,0,24309,88,Vehicle,7.26,Unsecured,No,11
28058,0,5037,107,Personal,9.31,Secured,No,10
28059,1,24566,96,Home,14.36,Secured,No,24
28060,0,8906,187,Home,10.54,Secured,No,19
28061,0,24514,19,Home,10.6,Unsecured,No,16
28062,0,25294,64,Home,10.85,Secured,Yes,14
28063,1,40315,216,Vehicle,10.93,Secured,Yes,22
28064,0,27058,64,Home,4.24,Unsecured,No,11
28065,0,15228,80,Home,11.12,Unsecured,Yes,13
28066,0,20367,120,Home,14.26,Unsecured,Yes,11
28067,1,26624,80,Vehicle,10.3,Secured,Yes,29
28068,0,22223,165,Home,6.48,Unsecured,Yes,28
28069,0,25758,121,Vehicle,14.93,Secured,Yes,14
28070,1,6451,181,Vehicle,14.52,Unsecured,Yes,26
28071,0,26301,225,Home,12.87,Unsecured,Yes,21
28072,0,10328,85,Personal,5.14,Unsecured,No,10
28073,0,9420,225,Personal,6.35,Unsecured,Yes,5
28074,0,31929,53,Education,6.32,Secured,Yes,7
28075,0,10352,49,Vehicle,12.84,Secured,No,19
28076,0,23415,214,Home,14.15,Unsecured,Yes,8
28077,0,21056,73,Education,8.12,Secured,Yes,22
28078,1,41540,145,Home,9.5,Unsecured,No,25
28079,0,33378,205,Home,6.1,Unsecured,No,16
28080,0,10712,198,Home,6.16,Unsecured,Yes,14
28081,0,24592,188,Home,9.18,Secured,Yes,19
28082,0,27359,65,Personal,9.08,Unsecured,Yes,13
28083,0,20155,93,Home,8.77,Secured,Yes,9
28084,0,21678,77,Education,13.7,Secured,Yes,28
28085,0,20000,154,Education,14.37,Unsecured,Yes,11
28086,1,13519,150,Home,14.57,Unsecured,Yes,21
28087,1,23592,227,Education,13.4,Secured,No,13
28088,0,11671,154,Home,5.69,Secured,Yes,29
28089,1,14212,12,Home,4.79,Unsecured,Yes,25
28090,0,23672,22,Personal,6.52,Unsecured,No,24
28091,0,27912,225,Education,9.83,Secured,Yes,19
28092,0,20000,230,Home,13.01,Secured,Yes,14
28093,0,19129,53,Home,13.78,Secured,No,28
28094,0,31658,124,Vehicle,10.25,Unsecured,Yes,7
28095,0,20287,18,Home,9.85,Secured,No,28
28096,0,26891,161,Education,4.82,Unsecured,No,16
28097,0,21013,32,Personal,3.99,Unsecured,No,17
28098,0,20000,228,Vehicle,5.29,Unsecured,Yes,21
28099,0,24897,75,Home,13.53,Unsecured,Yes,26
28100,0,30353,172,Education,11.75,Secured,Yes,11
28101,0,20000,94,Home,3.8,Unsecured,Yes,28
28102,1,23940,79,Education,4.49,Secured,Yes,17
28103,0,22070,108,Home,9.7,Unsecured,No,8
28104,0,6657,163,Personal,7.54,Secured,Yes,14
28105,0,30632,108,Education,6.93,Secured,Yes,16
28106,1,23749,12,Vehicle,7.13,Unsecured,No,11
28107,0,23264,107,Home,10.41,Secured,No,8
28108,1,37361,159,Home,7.5,Unsecured,No,10
28109,1,23117,132,Vehicle,13.86,Secured,Yes,12
28110,1,20157,50,Vehicle,7.38,Secured,No,22
28111,0,17274,32,Home,4.3,Unsecured,No,5
28112,0,29745,153,Home,6.06,Unsecured,Yes,7
28113,0,22193,227,Home,6.49,Secured,Yes,26
28114,0,12155,59,Home,12.96,Secured,Yes,14
28115,0,21069,72,Home,9.55,Unsecured,No,9
28116,0,23375,42,Home,11.59,Secured,Yes,29
28117,0,24161,32,Personal,9.28,Secured,Yes,15
28118,0,9421,200,Home,8.19,Unsecured,No,15
28119,0,29615,222,Home,5.12,Secured,Yes,16
28120,0,20698,220,Home,6.48,Unsecured,Yes,13
28121,0,26944,115,Home,5.07,Secured,No,16
28122,0,13678,92,Home,14.44,Secured,Yes,21
28123,0,9787,113,Home,11.86,Unsecured,Yes,20
28124,0,25705,151,Personal,7.44,Unsecured,Yes,25
28125,0,24421,79,Vehicle,13.58,Unsecured,Yes,8
28126,0,20000,64,Education,13.93,Unsecured,No,29
28127,1,22641,43,Personal,13.38,Unsecured,Yes,23
28128,0,7132,146,Personal,13.06,Unsecured,No,7
28129,0,23502,227,Personal,8.4,Unsecured,No,24
28130,1,22770,155,Vehicle,4.58,Unsecured,Yes,19
28131,0,27050,236,Home,9.36,Unsecured,No,10
28132,0,20000,146,Home,7.57,Secured,No,26
28133,1,20000,161,Vehicle,4.61,Secured,No,22
28134,0,15292,70,Education,5.18,Unsecured,Yes,5
28135,0,35416,149,Home,14.54,Secured,Yes,24
28136,1,20000,78,Home,11.28,Unsecured,Yes,17
28137,0,30223,100,Vehicle,13.36,Unsecured,No,24
28138,1,29058,38,Home,5.85,Unsecured,No,6
28139,0,22268,168,Home,5.08,Unsecured,Yes,11
28140,0,20000,48,Vehicle,4.03,Secured,No,25
28141,0,35831,183,Education,4.2,Secured,No,22
28142,1,23389,58,Personal,14.37,Unsecured,Yes,6
28143,0,27702,122,Home,3.53,Secured,No,19
28144,0,20203,59,Home,7.9,Secured,Yes,28
28145,1,9569,183,Vehicle,5.54,Secured,Yes,5
28146,0,24275,62,Home,9.71,Unsecured,No,8
28147,1,8598,124,Vehicle,10.51,Secured,No,19
28148,0,24141,152,Personal,12.51,Unsecured,Yes,25
28149,1,25382,63,Vehicle,6.01,Secured,Yes,19
28150,0,10062,212,Home,12.62,Unsecured,No,21
28151,0,24015,163,Home,14.68,Secured,Yes,7
28152,1,25789,19,Home,13.18,Secured,Yes,25
28153,0,23256,16,Home,8.31,Secured,Yes,12
28154,1,12035,221,Personal,6.43,Unsecured,No,6
28155,1,20857,38,Education,13.45,Secured,No,6
28156,0,23592,121,Education,5.49,Unsecured,Yes,13
28157,0,20000,35,Home,14.49,Secured,No,17
28158,1,5319,152,Education,3.73,Secured,No,21
28159,0,22718,63,Home,14.32,Unsecured,No,17
28160,0,20000,111,Home,8.96,Unsecured,Yes,15
28161,0,20635,141,Home,6.05,Unsecured,No,24
28162,0,15249,46,Home,4.16,Unsecured,No,15
28163,0,26340,108,Vehicle,7.92,Unsecured,No,21
28164,0,22077,158,Home,11.16,Unsecured,Yes,29
28165,0,20060,40,Education,7.17,Unsecured,Yes,12
28166,1,42015,29,Education,13.31,Secured,No,21
28167,0,28849,147,Personal,14.15,Secured,No,12
28168,0,12860,152,Education,5.69,Unsecured,No,7
28169,1,21262,199,Home,7.1,Secured,No,17
28170,0,32724,75,Home,6.23,Secured,No,19
28171,1,27123,167,Home,14.13,Unsecured,No,6
28172,0,20330,236,Home,7.82,Secured,Yes,13
28173,0,6634,176,Home,9.64,Unsecured,No,7
28174,1,19576,217,Vehicle,13.22,Secured,Yes,16
28175,0,20391,109,Vehicle,12.26,Secured,No,10
28176,1,20485,101,Vehicle,6.11,Secured,Yes,5
28177,0,11500,170,Vehicle,3.66,Secured,No,11
28178,0,20234,57,Vehicle,6.33,Secured,Yes,20
28179,0,20000,74,Vehicle,10.12,Unsecured,Yes,18
28180,0,20263,181,Home,10.18,Unsecured,Yes,10
28181,0,27094,149,Education,9.16,Secured,Yes,11
28182,0,9986,202,Home,4.53,Secured,Yes,27
28183,0,10247,107,Home,14.39,Secured,No,5
28184,0,20000,154,Home,3.58,Unsecured,No,6
28185,1,23644,54,Home,12.57,Secured,Yes,12
28186,0,20099,146,Personal,6.97,Unsecured,No,5
28187,0,15647,42,Vehicle,5.07,Secured,No,22
28188,0,31608,194,Vehicle,4.87,Unsecured,Yes,21
28189,0,20000,137,Vehicle,13.5,Secured,No,16
28190,0,21083,208,Home,5.76,Secured,No,22
28191,0,20000,108,Vehicle,6.44,Unsecured,Yes,24
28192,1,20000,113,Home,13.54,Unsecured,No,23
28193,0,22343,141,Home,10.23,Unsecured,Yes,5
28194,0,33525,167,Vehicle,12.49,Secured,No,8
28195,0,40370,208,Personal,11.16,Secured,Yes,19
28196,0,34390,175,Home,9.56,Unsecured,No,24
28197,1,35337,107,Personal,7.89,Unsecured,Yes,25
28198,0,21736,220,Personal,11.28,Unsecured,Yes,18
28199,1,28675,201,Education,7.79,Secured,No,6
28200,0,5416,179,Personal,12.51,Secured,No,24
28201,0,24559,221,Home,12.23,Unsecured,No,26
28202,0,38095,103,Vehicle,14.97,Secured,Yes,10
28203,0,22578,211,Education,11.02,Unsecured,No,17
28204,0,5755,56,Personal,11.2,Secured,No,7
28205,0,20000,127,Vehicle,4.03,Unsecured,No,12
28206,0,11876,239,Personal,9.74,Secured,Yes,15
28207,0,25797,122,Personal,5.67,Secured,No,14
28208,1,20000,72,Home,13.28,Secured,No,8
28209,0,20389,52,Vehicle,13.6,Secured,No,29
28210,1,23177,17,Personal,8.75,Secured,Yes,17
28211,1,30252,235,Education,10.56,Secured,No,7
28212,1,20000,167,Home,7.82,Secured,No,5
28213,0,23787,212,Education,11.87,Unsecured,No,12
28214,0,24527,123,Home,8.6,Unsecured,Yes,23
28215,0,21898,93,Personal,7,Unsecured,Yes,29
28216,0,29852,188,Personal,5.34,Secured,Yes,13
28217,0,25099,235,Personal,4.58,Unsecured,No,29
28218,0,20000,221,Home,7.89,Unsecured,Yes,19
28219,0,26741,81,Home,4.72,Secured,No,5
28220,0,41756,75,Vehicle,6.18,Secured,Yes,15
28221,1,30996,161,Home,8.35,Secured,No,15
28222,0,42278,17,Education,11.53,Unsecured,Yes,20
28223,0,20826,72,Education,9.08,Secured,Yes,20
28224,1,20000,37,Personal,12,Secured,Yes,24
28225,1,21126,124,Vehicle,6.33,Unsecured,No,13
28226,0,24548,152,Vehicle,10.38,Unsecured,Yes,9
28227,0,22021,180,Education,12.73,Secured,Yes,11
28228,0,23288,118,Home,9.8,Secured,Yes,20
28229,0,24718,137,Vehicle,9.28,Unsecured,No,27
28230,0,21273,188,Home,9.02,Secured,No,20
28231,1,30675,163,Personal,11.71,Unsecured,No,11
28232,0,24249,174,Home,3.51,Secured,No,22
28233,0,25990,77,Home,4.63,Secured,No,20
28234,0,20299,229,Home,5.03,Secured,Yes,23
28235,0,15871,98,Home,5.03,Secured,Yes,12
28236,1,20000,83,Personal,7.96,Secured,Yes,19
28237,0,24194,28,Home,12.25,Unsecured,No,5
28238,0,20000,50,Education,14.03,Secured,No,5
28239,0,16177,198,Personal,6.88,Secured,No,17
28240,0,21708,193,Vehicle,5.39,Unsecured,Yes,23
28241,1,19429,204,Education,7.26,Secured,Yes,21
28242,0,34118,113,Education,6.78,Unsecured,No,15
28243,0,25236,205,Vehicle,6.81,Unsecured,No,17
28244,0,21497,73,Education,6.88,Secured,Yes,27
28245,0,9800,219,Education,5.3,Unsecured,No,26
28246,0,9267,74,Vehicle,13.4,Unsecured,Yes,18
28247,0,22815,141,Home,11.02,Secured,No,12
28248,0,35966,98,Home,9.86,Secured,No,19
28249,0,23417,138,Education,7.18,Unsecured,No,10
28250,0,21799,234,Education,8.11,Unsecured,No,9
28251,0,21625,120,Home,14.72,Unsecured,Yes,20
28252,0,6539,89,Personal,3.87,Unsecured,Yes,28
28253,1,25325,179,Home,10.06,Secured,Yes,11
28254,0,38695,85,Personal,5.7,Secured,Yes,12
28255,0,34339,232,Home,11.98,Secured,No,14
28256,1,23671,46,Vehicle,3.68,Secured,Yes,26
28257,1,40059,175,Education,6.28,Secured,Yes,5
28258,0,20077,210,Vehicle,14.27,Unsecured,Yes,5
28259,0,20000,188,Home,11.9,Secured,Yes,14
28260,0,20566,19,Education,4.33,Secured,No,15
28261,0,25225,186,Home,14.55,Secured,Yes,29
28262,0,21436,111,Education,12.57,Unsecured,Yes,27
28263,0,18716,218,Home,8.62,Unsecured,Yes,10
28264,1,20000,18,Vehicle,3.9,Secured,Yes,21
28265,0,7585,190,Home,5.08,Unsecured,No,6
28266,0,20000,24,Home,3.57,Unsecured,No,29
28267,0,20766,66,Home,10.9,Unsecured,Yes,8
28268,0,32561,41,Education,8.82,Unsecured,Yes,6
28269,0,23514,152,Home,5.88,Secured,No,15
28270,0,7844,145,Vehicle,7.12,Secured,No,12
28271,0,20020,32,Personal,14.02,Unsecured,Yes,18
28272,0,29549,233,Vehicle,4.25,Secured,No,10
28273,0,36443,200,Vehicle,11.41,Secured,No,7
28274,1,21377,102,Vehicle,6.65,Unsecured,No,8
28275,0,26419,81,Vehicle,4.85,Secured,Yes,28
28276,1,23003,34,Personal,13.6,Secured,No,13
28277,1,20000,46,Education,5.76,Unsecured,No,6
28278,0,29029,178,Home,4.65,Unsecured,No,6
28279,1,25042,16,Personal,4.18,Secured,Yes,9
28280,1,22196,184,Education,5.33,Unsecured,Yes,26
28281,0,20257,216,Home,6.75,Unsecured,No,11
28282,0,39822,61,Personal,3.94,Unsecured,Yes,23
28283,0,20000,201,Home,9.14,Unsecured,Yes,11
28284,0,32149,24,Vehicle,11.14,Secured,Yes,27
28285,1,20000,18,Personal,8.8,Secured,Yes,21
28286,0,6529,152,Vehicle,13.6,Unsecured,Yes,23
28287,0,20000,106,Home,6.27,Unsecured,No,5
28288,1,24859,225,Education,14.95,Secured,Yes,21
28289,1,7157,39,Education,8.59,Unsecured,Yes,9
28290,0,35656,73,Personal,14.08,Secured,No,20
28291,0,21072,14,Home,6.7,Unsecured,Yes,6
28292,0,23488,204,Education,8.01,Secured,No,23
28293,0,15977,154,Education,13.85,Secured,Yes,12
28294,0,12536,236,Personal,10.77,Unsecured,No,6
28295,1,27712,89,Home,11.35,Secured,Yes,15
28296,0,34765,200,Home,10.17,Unsecured,Yes,19
28297,0,20013,99,Home,6.65,Secured,Yes,12
28298,1,32298,124,Home,10.45,Unsecured,Yes,19
28299,0,20000,182,Vehicle,4.69,Secured,No,8
28300,0,20000,152,Education,14,Unsecured,Yes,29
28301,0,29872,176,Home,3.99,Secured,No,6
28302,0,7281,135,Home,9.79,Secured,Yes,18
28303,0,20409,75,Home,4.96,Secured,Yes,8
28304,0,42250,96,Education,7.77,Secured,No,19
28305,0,9786,61,Home,11.3,Unsecured,No,15
28306,0,12610,45,Home,10.79,Unsecured,No,12
28307,1,20601,55,Personal,7.75,Unsecured,No,13
28308,0,24498,59,Vehicle,5.25,Secured,Yes,13
28309,0,42071,167,Education,14.52,Secured,Yes,27
28310,0,5808,28,Vehicle,13.11,Unsecured,No,29
28311,0,20000,26,Personal,10.29,Unsecured,No,13
28312,1,24316,209,Education,10.82,Unsecured,Yes,25
28313,0,27110,189,Home,8.23,Secured,Yes,10
28314,0,39501,70,Vehicle,8.59,Unsecured,No,11
28315,0,21031,108,Personal,14.13,Unsecured,Yes,15
28316,0,24524,122,Vehicle,9.24,Unsecured,No,9
28317,0,21222,38,Personal,6.43,Secured,Yes,10
28318,0,22998,87,Vehicle,7.24,Unsecured,No,8
28319,0,39327,69,Home,3.58,Unsecured,Yes,23
28320,0,30281,143,Education,7,Unsecured,Yes,13
28321,0,7253,144,Personal,11.81,Unsecured,Yes,15
28322,1,6111,142,Personal,3.83,Unsecured,No,6
28323,1,23345,155,Personal,9.66,Secured,No,20
28324,0,21661,68,Education,10.13,Secured,Yes,25
28325,0,9027,15,Home,6.47,Unsecured,No,17
28326,0,21170,156,Personal,8.5,Secured,Yes,15
28327,0,5072,101,Vehicle,13.89,Unsecured,No,16
28328,0,20000,110,Home,12.52,Secured,Yes,28
28329,0,21395,161,Home,11.2,Secured,Yes,12
28330,0,20000,185,Personal,11.85,Secured,Yes,10
28331,0,17184,66,Home,8.1,Secured,Yes,18
28332,0,5177,36,Personal,14.33,Unsecured,Yes,27
28333,0,20316,101,Vehicle,5.77,Unsecured,No,10
28334,0,20021,72,Home,8.08,Secured,Yes,22
28335,0,20541,75,Home,11.63,Secured,No,28
28336,0,20368,76,Home,10.91,Unsecured,Yes,12
28337,0,28684,119,Personal,7.78,Secured,Yes,5
28338,1,23553,75,Home,9.74,Unsecured,Yes,8
28339,0,32963,74,Vehicle,4.1,Secured,No,19
28340,0,20000,118,Education,13.47,Unsecured,Yes,27
28341,0,24541,181,Home,8.56,Secured,Yes,27
28342,1,33714,97,Personal,8.72,Secured,No,23
28343,0,21160,170,Education,4.53,Unsecured,Yes,20
28344,0,7217,97,Vehicle,4.11,Unsecured,No,27
28345,0,20437,16,Home,11.77,Secured,No,25
28346,0,27423,154,Personal,11.54,Secured,No,10
28347,0,27109,217,Home,9.78,Unsecured,No,22
28348,1,18211,87,Education,11.61,Unsecured,Yes,6
28349,0,26104,178,Home,13.84,Secured,No,21
28350,0,26599,122,Vehicle,13.35,Unsecured,Yes,9
28351,0,11409,129,Home,6.73,Secured,No,23
28352,0,20000,95,Education,8.95,Secured,Yes,21
28353,1,22050,112,Personal,9.55,Secured,Yes,17
28354,0,28616,215,Home,5.03,Unsecured,Yes,19
28355,0,6298,39,Personal,5.5,Secured,No,22
28356,0,25090,124,Home,5.83,Unsecured,No,13
28357,0,24078,14,Education,9.06,Unsecured,Yes,29
28358,0,20000,121,Education,15,Unsecured,Yes,20
28359,0,20000,110,Personal,4.17,Unsecured,No,23
28360,0,5873,191,Personal,7.15,Unsecured,Yes,20
28361,0,23963,16,Vehicle,11.45,Secured,No,15
28362,1,34878,228,Home,5.93,Secured,Yes,9
28363,0,8736,138,Personal,7.25,Secured,No,8
28364,0,21121,27,Personal,14.45,Unsecured,Yes,17
28365,0,20700,163,Personal,10.49,Secured,Yes,21
28366,0,20000,84,Home,8.55,Unsecured,Yes,29
28367,1,24486,121,Home,8.7,Secured,No,11
28368,0,31799,170,Education,4.86,Unsecured,No,23
28369,0,25988,80,Home,13.54,Unsecured,No,9
28370,0,36127,27,Home,9.69,Secured,Yes,11
28371,1,20000,166,Personal,10.73,Secured,No,22
28372,0,20798,83,Vehicle,11.34,Unsecured,No,17
28373,0,22655,147,Personal,13.49,Secured,No,24
28374,0,24203,170,Education,7.19,Secured,Yes,19
28375,0,20000,56,Education,6.46,Secured,No,18
28376,0,23611,63,Personal,6.08,Secured,No,10
28377,1,6527,71,Home,14.16,Secured,Yes,29
28378,1,5152,22,Personal,6.02,Unsecured,Yes,10
28379,0,25114,190,Vehicle,6.72,Unsecured,No,6
28380,1,6750,87,Home,11.1,Unsecured,Yes,16
28381,0,12748,140,Vehicle,4.27,Unsecured,No,28
28382,0,27977,194,Vehicle,9.49,Secured,No,23
28383,1,20131,204,Home,11.81,Secured,Yes,25
28384,0,13458,184,Home,6.34,Unsecured,No,13
28385,0,25746,50,Home,5.84,Secured,No,24
28386,1,20000,165,Education,12.27,Unsecured,No,8
28387,0,20000,221,Vehicle,3.55,Secured,No,13
28388,0,29963,88,Personal,7.73,Secured,Yes,10
28389,0,20524,209,Personal,13.7,Secured,No,17
28390,0,21538,184,Vehicle,7.34,Secured,Yes,27
28391,0,20000,93,Education,5.86,Secured,No,6
28392,0,28382,186,Home,3.85,Secured,No,18
